date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:11:23	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:28%20GMT	https://www.alexaglobalfinance.com/life-insurance	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/life-insurance	(from https://www.alexaglobalfinance.com/)
07:11:24	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:28%20GMT	https://www.alexaglobalfinance.com/life-cover	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/life-cover	(from https://www.alexaglobalfinance.com/)
07:11:24	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:29%20GMT	https://www.alexaglobalfinance.com/critical-illness-cover	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/critical-illness-cover	(from https://www.alexaglobalfinance.com/)
07:11:25	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:30%20GMT	https://www.alexaglobalfinance.com/income-cover	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/income-cover	(from https://www.alexaglobalfinance.com/)
07:11:26	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:31%20GMT	https://www.alexaglobalfinance.com/protection-telephone-advice	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/protection-telephone-advice	(from https://www.alexaglobalfinance.com/)
07:11:27	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:32%20GMT	https://www.alexaglobalfinance.com/home-insurance-claims	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/home-insurance-claims	(from https://www.alexaglobalfinance.com/)
07:11:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:32%20GMT	https://www.alexaglobalfinance.com/car-insurance-claims	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/car-insurance-claims	(from https://www.alexaglobalfinance.com/)
07:11:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:33%20GMT	https://www.alexaglobalfinance.com/premier-travel	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/premier-travel	(from https://www.alexaglobalfinance.com/)
07:11:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:34%20GMT	https://www.alexaglobalfinance.com/premier-car	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/premier-car	(from https://www.alexaglobalfinance.com/)
07:11:30	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:35%20GMT	https://www.alexaglobalfinance.com/life-events	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/life-events	(from https://www.alexaglobalfinance.com/)
07:11:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:36%20GMT	https://www.alexaglobalfinance.com/dealing-with-bereavement	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/dealing-with-bereavement	(from https://www.alexaglobalfinance.com/)
07:11:32	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:36%20GMT	https://www.alexaglobalfinance.com/dealing-with-separation	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/dealing-with-separation	(from https://www.alexaglobalfinance.com/)
07:11:33	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:37%20GMT	https://www.alexaglobalfinance.com/settling-in-the-uk	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/settling-in-the-uk	(from https://www.alexaglobalfinance.com/)
07:11:33	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:38%20GMT	https://www.alexaglobalfinance.com/getting-married	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/getting-married	(from https://www.alexaglobalfinance.com/)
07:11:34	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:39%20GMT	https://www.alexaglobalfinance.com/planning-your-retirement	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/planning-your-retirement	(from https://www.alexaglobalfinance.com/)
07:11:35	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:40%20GMT	https://www.alexaglobalfinance.com/growing-your-wealth	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/growing-your-wealth	(from https://www.alexaglobalfinance.com/)
07:11:36	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:41%20GMT	https://www.alexaglobalfinance.com/moving-abroad	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/moving-abroad	(from https://www.alexaglobalfinance.com/)
07:11:37	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:42%20GMT	https://www.alexaglobalfinance.com/planningtools	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/planningtools	(from https://www.alexaglobalfinance.com/)
07:11:38	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:42%20GMT	https://www.alexaglobalfinance.com/financial-health-check	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/financial-health-check	(from https://www.alexaglobalfinance.com/)
07:11:39	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:43%20GMT	https://www.alexaglobalfinance.com/protecting-what-matters	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/protecting-what-matters	(from https://www.alexaglobalfinance.com/)
07:11:39	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:44%20GMT	https://www.alexaglobalfinance.com/ways-we-can-help	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/ways-we-can-help	(from https://www.alexaglobalfinance.com/)
07:11:40	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:45%20GMT	https://www.alexaglobalfinance.com/quality-conversations	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/quality-conversations	(from https://www.alexaglobalfinance.com/)
07:11:41	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:46%20GMT	https://www.alexaglobalfinance.com/images/b1.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/b1.jpg	(from https://www.alexaglobalfinance.com/)
07:11:42	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:46%20GMT	https://www.alexaglobalfinance.com/images/visa%20(1).png	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/visa%20(1).png	(from https://www.alexaglobalfinance.com/)
07:11:43	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:47%20GMT	https://www.alexaglobalfinance.com/images/visa1-removebg-preview.png	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/visa1-removebg-preview.png	(from https://www.alexaglobalfinance.com/)
07:11:44	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:48%20GMT	https://www.alexaglobalfinance.com/images/visa2.png	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/visa2.png	(from https://www.alexaglobalfinance.com/)
07:11:44	88145/88145	---M--	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202019%2014:37:17%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/Users/USER/Desktop/bankclone/ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://www.alexaglobalfinance.com/)
07:11:45	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:49%20GMT	https://www.alexaglobalfinance.com/secure/register	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/secure/register	(from https://www.alexaglobalfinance.com/)
07:11:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:50%20GMT	https://www.alexaglobalfinance.com/secure/customer_reset	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/secure/customer_reset	(from https://www.alexaglobalfinance.com/)
07:11:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:51%20GMT	https://www.alexaglobalfinance.com/images/blog-1.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-1.jpg	(from https://www.alexaglobalfinance.com/)
07:11:47	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:52%20GMT	https://www.alexaglobalfinance.com/images/blog-2.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-2.jpg	(from https://www.alexaglobalfinance.com/)
07:11:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:53%20GMT	https://www.alexaglobalfinance.com/images/blog-3.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-3.jpg	(from https://www.alexaglobalfinance.com/)
07:11:49	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:53%20GMT	https://www.alexaglobalfinance.com/images/blog-4.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-4.jpg	(from https://www.alexaglobalfinance.com/)
07:11:50	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:54%20GMT	https://www.alexaglobalfinance.com/images/blog-5.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-5.jpg	(from https://www.alexaglobalfinance.com/)
07:11:51	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:55%20GMT	https://www.alexaglobalfinance.com/images/blog-6.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-6.jpg	(from https://www.alexaglobalfinance.com/)
07:11:51	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:56%20GMT	https://www.alexaglobalfinance.com/images/blog-7.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-7.jpg	(from https://www.alexaglobalfinance.com/)
07:11:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:57%20GMT	https://www.alexaglobalfinance.com/images/bl-840.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/bl-840.jpg	(from https://www.alexaglobalfinance.com/)
07:11:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:58%20GMT	https://www.alexaglobalfinance.com/images/blog-9.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-9.jpg	(from https://www.alexaglobalfinance.com/)
07:11:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:59%20GMT	https://www.alexaglobalfinance.com/images/blog-8.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/blog-8.jpg	(from https://www.alexaglobalfinance.com/)
07:11:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:00%20GMT	https://www.alexaglobalfinance.com/images/couple-hiking-840.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/couple-hiking-840.jpg	(from https://www.alexaglobalfinance.com/)
07:11:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:00%20GMT	https://www.alexaglobalfinance.com/images/Question-mark.jpg	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/images/Question-mark.jpg	(from https://www.alexaglobalfinance.com/)
07:11:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:01%20GMT	https://www.alexaglobalfinance.com/register	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/register	(from https://www.alexaglobalfinance.com/)
07:11:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:02%20GMT	https://www.alexaglobalfinance.com/1.12.4/jquery.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/1.12.4/jquery.min.js	(from https://www.alexaglobalfinance.com/)
07:11:58	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-abb1de80602cc85f;gz%22	https://www.alexaglobalfinance.com/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.0/umd/popper.min	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.0/umd/popper.min	(from https://www.alexaglobalfinance.com/)
07:11:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:04%20GMT	https://www.alexaglobalfinance.com/js/bootstrap.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/bootstrap.min.js	(from https://www.alexaglobalfinance.com/)
07:11:59	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/Users/USER/Desktop/bankclone/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://www.alexaglobalfinance.com/)
07:12:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:05%20GMT	https://www.alexaglobalfinance.com/js/wow.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/wow.min.js	(from https://www.alexaglobalfinance.com/)
07:12:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:06%20GMT	https://www.alexaglobalfinance.com/js/waypoints.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/waypoints.min.js	(from https://www.alexaglobalfinance.com/)
07:12:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:06%20GMT	https://www.alexaglobalfinance.com/js/jquery.counterup.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/jquery.counterup.min.js	(from https://www.alexaglobalfinance.com/)
07:12:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:07%20GMT	https://www.alexaglobalfinance.com/js/jquery.filterizr.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/jquery.filterizr.min.js	(from https://www.alexaglobalfinance.com/)
07:12:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:08%20GMT	https://www.alexaglobalfinance.com/js/filterizer-controls.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/filterizer-controls.js	(from https://www.alexaglobalfinance.com/)
07:12:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:09%20GMT	https://www.alexaglobalfinance.com/js/owl.carousel.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/owl.carousel.min.js	(from https://www.alexaglobalfinance.com/)
07:12:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:10%20GMT	https://www.alexaglobalfinance.com/inc/lightbox/js/jquery.fancybox.pack.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/inc/lightbox/js/jquery.fancybox.pack.js	(from https://www.alexaglobalfinance.com/)
07:12:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:11%20GMT	https://www.alexaglobalfinance.com/inc/lightbox/js/lightbox.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/inc/lightbox/js/lightbox.js	(from https://www.alexaglobalfinance.com/)
07:12:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:11%20GMT	https://www.alexaglobalfinance.com/js/map.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/map.js	(from https://www.alexaglobalfinance.com/)
07:12:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:12%20GMT	https://www.alexaglobalfinance.com/js/fakeLoader.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/fakeLoader.min.js	(from https://www.alexaglobalfinance.com/)
07:12:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:13%20GMT	https://www.alexaglobalfinance.com/js/scrolltopcontrol.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/scrolltopcontrol.js	(from https://www.alexaglobalfinance.com/)
07:12:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:14%20GMT	https://www.alexaglobalfinance.com/js/bootstrap-4-navbar.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/bootstrap-4-navbar.js	(from https://www.alexaglobalfinance.com/)
07:12:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:15%20GMT	https://www.alexaglobalfinance.com/js/jquery.sticky.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/jquery.sticky.js	(from https://www.alexaglobalfinance.com/)
07:12:11	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:16%20GMT	https://www.alexaglobalfinance.com/js/jquery.magnific-popup.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/jquery.magnific-popup.min.js	(from https://www.alexaglobalfinance.com/)
07:12:12	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:16%20GMT	https://www.alexaglobalfinance.com/js/color-switcher.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/color-switcher.js	(from https://www.alexaglobalfinance.com/)
07:12:12	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:17%20GMT	https://www.alexaglobalfinance.com/js/color-switcher-active.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/color-switcher-active.js	(from https://www.alexaglobalfinance.com/)
07:12:13	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:18%20GMT	https://www.alexaglobalfinance.com/js/custom.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/custom.js	(from https://www.alexaglobalfinance.com/)
07:12:14	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:19%20GMT	https://www.alexaglobalfinance.com/js/jquery.bxslider.min.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/jquery.bxslider.min.js	(from https://www.alexaglobalfinance.com/)
07:12:15	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:20%20GMT	https://www.alexaglobalfinance.com/js/toastr.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/toastr.js	(from https://www.alexaglobalfinance.com/)
07:12:16	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:20%20GMT	https://www.alexaglobalfinance.com/js/sweetalert.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/js/sweetalert.js	(from https://www.alexaglobalfinance.com/)
07:12:18	723763/723763	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b0b33-67f2a15b-7a39b8ec82436e43;gz%22	https://www.alexaglobalfinance.com/etc/clientlib-all.min.2f2dbb3959c1dcdb1f3b1f52f1375b62.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/clientlib-all.min.2f2dbb3959c1dcdb1f3b1f52f1375b62.js	(from https://www.alexaglobalfinance.com/)
07:12:19	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:24%20GMT	https://www.alexaglobalfinance.com/etc/clientlib.min.b3ec3a2325eaa4cbc74a2e2f0b755b0f.js	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/clientlib.min.b3ec3a2325eaa4cbc74a2e2f0b755b0f.9e.delayed	(from https://www.alexaglobalfinance.com/)
07:12:21	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:25%20GMT	https://www.alexaglobalfinance.com/etc/common/img/mobile_banking.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/img/mobile_banking.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:22	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:26%20GMT	https://www.alexaglobalfinance.com/etc/common/img/exclamation_mark.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/img/exclamation_mark.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:23	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:27%20GMT	https://www.alexaglobalfinance.com/etc/common/img/close.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/img/close.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:23	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:28%20GMT	https://www.alexaglobalfinance.com/etc/common/social/email.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/email.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:25	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:29%20GMT	https://www.alexaglobalfinance.com/etc/common/social/facebook.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/facebook.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:25	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:30%20GMT	https://www.alexaglobalfinance.com/etc/common/social/googleplus.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/googleplus.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:26	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:31%20GMT	https://www.alexaglobalfinance.com/etc/common/social/instagram.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/instagram.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:27	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:32%20GMT	https://www.alexaglobalfinance.com/etc/common/social/link.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/link.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:32%20GMT	https://www.alexaglobalfinance.com/etc/common/social/linkedin.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/linkedin.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:33%20GMT	https://www.alexaglobalfinance.com/etc/common/social/pinterest.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/pinterest.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:34%20GMT	https://www.alexaglobalfinance.com/etc/common/social/share.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/share.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:30	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:35%20GMT	https://www.alexaglobalfinance.com/etc/common/social/share-black.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/share-black.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:36%20GMT	https://www.alexaglobalfinance.com/etc/common/social/share-dark-steel-blue.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/share-dark-steel-blue.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:32	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:36%20GMT	https://www.alexaglobalfinance.com/etc/common/social/share-inverted.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/share-inverted.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
07:12:33	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:11:37%20GMT	https://www.alexaglobalfinance.com/etc/common/social/share-white.html	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/etc/common/social/share-white.html	(from https://www.alexaglobalfinance.com/etc/clientlib-default.min.001bf72e86ac4a5150822ce748c8d0ae.css)
